,Companies,Jobs,Locations,Easy_Apply,Rating,Summary
156,Valen Analytics,Data Engineer,"Denver, CO",Easy Apply,," As a Data Engineer, you will work with customers, Valen team members, and 3rd party data providers, to develop, maintain, and enhance our data engineering…"
157,KPMG,"Manager, Data Scientist, Natural Language Processing (NLP)","Denver, CO",Not Easy Apply,4.0," Work with clients to discover data sources, and create data requests; Lead the ETL process to ingest structured data and annotation processes to enrich…"
158,Fanatics Inc.,Senior Data Engineer,"Boulder, CO",Not Easy Apply,3.7," These streams will power Data Science, BI & Site optimizations. Work with data engineers to create services that can ingest and supply data to and from external…"
159,Verizon,Principal Data Engineer,"Denver, CO",Not Easy Apply,3.9," Big Data, data analysis, log mining, and automated reporting. ETL or Data cleansing & normalizing. Design, build and support data processing pipelines and APIs."
160,Charles Schwab,Data Engineer,"Lone Tree, CO",Not Easy Apply,4.0," Designing, building and support data processing pipelines to transform data in Big Data or Teradata platforms. Your detailed duties would include:"
161,National Renewable Energy Laboratory,Postdoctoral Researcher - Machine Learning and Electronic Structure Modeling for Simulation of Complex Energy Materials and Electrocatalysts,"Golden, CO",Not Easy Apply,3.8," Must be a recent PhD in Physics, Materials Science, Chemistry or a related and have graduated within the last three years."
162,Pearson,Machine Learning Engineer,"Boulder, CO",Not Easy Apply,3.8," + Expert grasp of Computer Science/Engineering including data structures, data modeling, algorithms, distributed systems and software design."
163,CenturyLink,Senior Data Scientist,"Broomfield, CO",Not Easy Apply,3.5," The Data Scientist proactively identifies meaningful insights by executing data discovery, exploratory data analysis, and iteratively developing predictive and…"
164,Aegon,Data Engineer,"Denver, CO",Not Easy Apply,3.9," Partner with data scientists, analytics engagement managers, and other data engineers to discover, collect, cleanse, and refine the data needed for analysis and…"
165,SoundHound Inc.,Machine Learning Scientist - Natural Language Processing,"Boulder, CO",Not Easy Apply,," Ph.D in Computer Science, Computational Linguistics or related fields. This is a fantastic opportunity to join the core group working on Speech Recognition at…"
166,Deloitte,Data Engineer,"Denver, CO",Not Easy Apply,4.0," Experience and knowledge with data science, ML/AI, R, or Jupyter. Azure - (Functions, Batch, Blob Storage, Data Warehouse, Data Factory, Containers, Monitor,…"
167,ThoughtWorks,Senior Data Engineer,"Denver, CO",Easy Apply,4.2, Understanding of how to architect solutions for data science and analytics. Proven track record of Innovation and expertise in Data Engineering.
168,Hyperia,Software Engineer - AI / Machine Learning,"Denver, CO",Not Easy Apply,," Interest in mathematics, data science, big data, or web crawling. You will work with and be mentored in a variety of AI/ML technologies, construct data…"
169,CirrusMD,Data Engineer,"Denver, CO",Not Easy Apply,," Building and optimizing data pipelines, architectures and data sets. Automating and optimizing ingestion of outside data from customers."
170,DISH,Senior Data Scientist,"Englewood, CO",Not Easy Apply,3.3, Great communication skills - someone who is passionate about evangelizing the value of advanced data science capabilities.
171,KPMG,"Associate, Data Engineer","Denver, CO",Not Easy Apply,4.0," Shine. Digital Lighthouse houses KPMG's specialized capabilities across the digital landscape: applied data science, AI, data engineering and insights, software…"
172,CenturyLink,Senior Manager Data Science,"Broomfield, CO",Not Easy Apply,3.5, The Field Operations & Network Implementation data science team identifies operational improvement opportunities to reduce costs and improve customer experience…
173,National Renewable Energy Laboratory,Building Data Scientist III,"Golden, CO",Not Easy Apply,3.8," Experience with data modeling and data exchange formats, especially XSD. Data science experience with related frameworks such as pyTorch, TensorFlow, scikit…"
174,Western Union,Data Engineer,"Denver, CO",Not Easy Apply,3.9, Join Western Union as a Data Engineer! You will provide technical data and system support to the Global Compliance Risk Modeling Team.
175,PHOENIX,Sr Business Analyst / Data Scientist,"Denver, CO",Easy Apply,, See the data “forest for the trees” and help identify connections between existing data sets and holes that could be filled by new analytics and data sets.
176,Willis Towers Watson,Data Scientist,"Denver, CO",Not Easy Apply,3.7," University bachelor’s degree in data science, data analysis, statistics, applied mathematics, computer science, engineering, or any other related discipline;…"
177,UPMC,Director Integrated Data Science,"Loveland, CO",Not Easy Apply,3.7," Demonstrated knowledge of programming expertise necessary to support data modeling. Demonstrated knowledge of advanced modeling techniques, including data…"
178,Valen Analytics,Data Scientist,"Denver, CO",Not Easy Apply,, Effectively represent the Data Science group in a collaborative environment to execute on company goals. Data visualization software and tools.
179,Valen Analytics,Data Engineer,"Denver, CO",Not Easy Apply,, Troubleshoot basic data and data engineering issues. Develop technical solutions to improve data and data usage. Perform data cleansing and validation.
180,Horizontal,Data Scientist,"Broomfield, CO",Not Easy Apply,," Data scientists use data and analytical ability to find and interpret rich data sources; manage large amounts of data despite hardware, software, and bandwidth…"
181,University of Colorado Boulder,CIRES/ EARTH LAB Frontiers in Teaching & Learning Earth Data Science Post-Doc,"Boulder, CO",Not Easy Apply,4.2, Technical data and data science skills to support reproducible scientific workflows. Our programs teach core skills surrounding four areas at the intersection…
182,Pearson,Machine Learning Engineer,"Boulder, CO",Not Easy Apply,3.8," + Expert grasp of Computer Science/Engineering including data structures, data modeling, algorithms, distributed systems and software design."
183,Hyperia,Software Engineer - AI / Machine Learning,"Denver, CO",Not Easy Apply,," Interest in mathematics, data science, big data, or web crawling. You will work with and be mentored in a variety of AI/ML technologies, construct data…"
184,Accenture,Data Engineer Consultant,"Denver, CO",Not Easy Apply,4.0," Gather, engineer, and prepare data to help clients make smarter decisions. Building and delivering Google Cloud Platform (GCP) infrastructure and solutions to…"
185,Rentokil Steritech,Senior Data Analyst,"Denver, CO",Not Easy Apply,3.4, Must have a Bachelor’s Degree in data science or a related field or three years progressive experience in a data analysis role. Developing the reports in Qlik.
186,"ViewRay, Inc.",Software Engineer – Patient Data Interoperability,"Denver, CO",Easy Apply,, Job Title: Software Engineer – Patient Data Interoperability. Support patient data interoperability between the MRIDian system and customer information systems.
187,HP,Software Engineer Internship for Workstations for Data Science Tools,"Fort Collins, CO",Not Easy Apply,4.0, Work with a team to understand Data Science workflows within an edge compute environment. This internship will design and deploy a data science tools used to…
188,InVision,Senior Data Scientist - Marketing,"Denver, CO",Easy Apply,4.4," You will be embedded in our very data driven and data hungry Marketing to identify key metrics, conduct deep and rigorous analysis, and deliver novel insights…"
189,Oracle,Principal Data Engineer & DBA,"Broomfield, CO",Not Easy Apply,3.8, Working knowledge of data analysis / data science. MS in Computer Science or Data Engineering. Experience in developing data architectures.
190,"Amazon.com Services, Inc.",Sr. Data Engineer - Analytics,"Boulder, CO",Not Easy Apply,3.6," Experience with data modeling, data warehousing, and building ETL pipelines. Proven track record of successful communication of data infrastructure, data models…"
191,Seagate Technology,Data Scientist - Quality/Reliability - Staff level,"Longmont, CO",Not Easy Apply,3.8," Advanced degree in Data Science, Engineering, Statistics, Mathematics, Physics or related field. Writing complex SQL and understanding data models within a data…"
192,Charles Schwab,Data Engineer,"Lone Tree, CO",Not Easy Apply,4.0," Designing, building and support data processing pipelines to transform data in Big Data or Teradata platforms. Your detailed duties would include:"
193,Nutrien Ag Solutions,Reporting/Business Intelligence Analyst,"Loveland, CO",Not Easy Apply,3.5," Merges disparate data sources to form cross-application reports (eg pricing data, sales data and customer data). This job will remain posted until filled."
194,KPMG,"Manager, Data Scientist, Natural Language Processing (NLP)","Denver, CO",Not Easy Apply,4.0," Work with clients to discover data sources, and create data requests; Lead the ETL process to ingest structured data and annotation processes to enrich…"
195,Deloitte,Data Engineer,"Denver, CO",Not Easy Apply,4.0," Experience and knowledge with data science, ML/AI, R, or Jupyter. Azure - (Functions, Batch, Blob Storage, Data Warehouse, Data Factory, Containers, Monitor,…"
196,CBRE,Data Center Building Engineer,"Boulder, CO",Not Easy Apply,3.8," Utilizes advanced skills to perform complex preventive maintenance and corrective repair of buildings, industrial systems, vehicles, equipment and grounds."
197,University of Colorado,Health Data Engineer/Architect,"Aurora, CO",Not Easy Apply,4.1," This may include data acquisition, processing workflows, tool development, data management and curation, data discovery, data integration and person level…"
198,Booz Allen Hamilton,Intelligence Plans Support Analyst,"Colorado Springs, CO",Not Easy Apply,3.9," Using your comprehensive understanding of various collection platforms, you’ll explore new data sources, build effective queries, and combine information from…"
199,PENSCO,Business Intelligence Developer/Analyst,"Denver, CO",Not Easy Apply,," Collect and extract data from data repositories for reporting, using querying techniques. Superior leadership abilities, as well as ability to work with team…"
200,Seagate Technology,Data Scientist - Senior,"Longmont, CO",Not Easy Apply,3.8," Ability to deploy data science solutions in cloud analytics infrastructure, and AWS. Solid technical knowledge and hands-on skills in machine learning, deep…"
201,SoundHound Inc.,"Research Engineer, Machine Learning","Boulder, CO",Not Easy Apply,," Experience handling large data corpora. MS / PhD in Computer Science, Electrical Engineering, Statistics or equivalent. 2+ years of industry experience."
202,Seagate Technology,Business Data Scientist – Sr. Staff,"Longmont, CO",Not Easy Apply,3.8," Higher education degree in Economics, Business, Operations Research, Data Science, Statistics or Computer Science. About the role – you will:"
203,xentity corporation,GIS Support Analyst/Developer,"Denver, CO",Easy Apply,4.6," Could pass ad-hoc technical and whiteboard test given various either application root cause analysis or data ETL and other patterns of large data, data cleanup,…"
204,Twitter,Software Engineer- Data Platform,"Boulder, CO",Not Easy Apply,4.1," Have backend development experience with a solid foundation in ETL data pipelines, distributed systems, large-scale data processing."
205,"OneCloud Consulting, Inc.",Data Center Network Engineer,"Denver, CO",Easy Apply,," Expert knowledge of Cisco networking technologies, including Cisco Nexus and ACI and the ability support data, virtualization and storage infrastructures."
206,Blue Margin,Data Warehousing Engineer,"Fort Collins, CO",Easy Apply,, Comprehensive grasp of data visualization methods and data modeling for effective report creation. Develop and maintain data warehouses.
207,Xavient Information Systems,Sr. Software Engineer/ Data Engineer,"Greenwood Village, CO",Easy Apply,3.6," Deploy Enterprise data-oriented solutions leveraging Data Warehouse, Big Data and Machine Learning frameworks. Job title: Sr. Software Engineer/ Data Engineer*."
208,Sunrun,Sr. Software Engineer- Data Platform,"Denver, CO",Not Easy Apply,3.4," Staff Software Engineer - Data Platform. BS/MS in Computer Science, Engineering or Math is preferred. Good security practices and experience writing code that…"
209,National Renewable Energy Laboratory,Postdoctoral Researcher - Data Science for Systems Analysis,"Golden, CO",Not Easy Apply,3.8," Postdoctoral Researcher - Data Science for Systems Analysis. The Data, Analysis and Visualization Group in the NREL Computational Science Center has an opening…"
210,National Renewable Energy Laboratory,Building Data Scientist III,"Golden, CO",Not Easy Apply,3.8," Experience with data modeling and data exchange formats, especially XSD. Data science experience with related frameworks such as pyTorch, TensorFlow, scikit…"
211,Sovrn Holdings,"Sr. Software Engineer, Data Boulder","Boulder, CO",Not Easy Apply,3.1," Partner with application development, data science, and external data partners to enable business deliverables. The successful candidate will have:"
212,Twitter,Sr. Front End Engineer - Video Data Infrastructure,"Boulder, CO",Not Easy Apply,4.1, B.S.+ in Computer Science or related discipline (or equivalent experience). Designing architectural solutions to make measuring product usage as easy as…
213,"Amazon.com Services, Inc.",Senior Machine Learning Applied Scientist,"Boulder, CO",Not Easy Apply,3.6, Design and analyze data from large-scale online experiments in order to validate prototype models. Develop new techniques to process large data sets and…
214,Datalere,Data Engineer (Mid and Senior),"Denver, CO",Easy Apply,," Data Engineers analyze and develop on-premises and/or cloud data and ETL solutions to solve the client's challenges. Data Engineer, Mid to Senior Level."
215,MeetingOne,Data Engineer - Node,"Denver, CO",Easy Apply,3.3," Data Engineer – Node [Denver, CO]. Required: Bachelor’s degree in Computer Science or equivalent work experience. What does success look like?"
216,SiriusXM,Senior Software Engineer - Data,"Boulder, CO",Not Easy Apply,3.6," At Pandora the data platform team supports a variety of business functions including our science, marketing, product, finance and sales teams."
217,Sambasafety,Data Ops Engineer,"Greenwood Village, CO",Easy Apply,3.2," Collaborate with cross-functional, often remote teams including BI / analytics, software engineers, data architects, data scientists, product management, and IT…"
218,Vertafore,Customer Success Operations Analyst,"Denver, CO",Not Easy Apply,3.2, Own Vertafore’s data science drive customer health scoring model. Responsible for data integrity and structure in systems used by Vertafore Operations.
219,HP,Data Science Solution Architect,"Fort Collins, CO",Not Easy Apply,4.0," Data Science knowledge, computer architecture and computer science, native and cloud applications. Knowledge of computer architecture for Data Science solutions…"
220,CBRE,"Lead Building Engineer, Data Center","Boulder, CO",Not Easy Apply,3.8, Supervise and direct Technical Team staff on shift and monitor performance of assigned responsibilities. Perform and/or direct the performance of all Technical…
221,LOCKHEED MARTIN CORPORATION,"Electronics Engineer, Command and Data Handling, Mid-Career","Littleton, CO",Not Easy Apply,4.1, Experience with design and/or analysis of computer systems and/or Circuit Card Assemblies for Command and Data Handling hardware.
222,Neya Systems LLC,Machine Learning and Computer Vision Engineer (multiple levels),"Denver, CO",Easy Apply,," Experience with sensor data processing, environment modeling, large-scale point-cloud processing. Bachelors, Masters or Ph.D. in Robotics, Computer Science,…"
223,HP,Data Engineer - Spark Data Engineer,"Fort Collins, CO",Not Easy Apply,4.0," Contributes to industry data science domain initiatives. Leads project team(s) of data science professionals, assuring insights are communicated regularly and…"
224,Qwinix,Data Engineer Developer (2),"Englewood, CO",Easy Apply,," Solid hands experience on Big Data Technology Stack (Hadoop, Spark, Kafka). 5+ yrs of Experience working on data warehouse design (e.g. star schemas) at an…"
225,Kiewit Corporation,Sr. Analytics Engineer - Kiewit Data Services,"Denver, CO",Not Easy Apply,3.8," You will interact with business stakeholders, data analysts, and IT resources, working to standardize our data and make this data more easily accessible."
226,Newmark Knight Frank,Building Engineer/Electrician Engineer- Data Center,"Denver, CO",Easy Apply,3.4," Responsible for maintaining, troubleshooting, and repairing, or arranging for repairs of all building operating systems on the site."
227,Spire,Statistical Data Scientist,"Boulder, CO",Easy Apply,," Applicants must have either a MS or PhD degree in Data Science, Computer Science, Applied Mathematics, or Atmospheric Science or equivalent working experience…"
228,Fanatics Inc.,Senior Data Engineer,"Boulder, CO",Not Easy Apply,3.7," These streams will power Data Science, BI & Site optimizations. Work with data engineers to create services that can ingest and supply data to and from external…"
229,LOCKHEED MARTIN CORPORATION,Mission Operations Ground Data Systems Engineer,"Littleton, CO",Not Easy Apply,4.1," Participation is required in developing the ground data system infrastructure. Support the design, development and test of the ground data system infrastructure…"
230,Pearson,Data Visualization Engineer - Machine Learning,"Centennial, CO",Not Easy Apply,3.8," *We are looking for a data visualization engineer with: **. + **B.S. in Computer Science, Math or Statistics, or related area (or equivalent experience).**."
231,Ezoic,Data Scientist - Relocate to Carlsbad,United States,Easy Apply,5.0, Proactively perform data exploration on user behavior and website performance to discover future testing opportunities.
232,CBRE,Lead Data Center Building Engineer,"Boulder, CO",Not Easy Apply,3.8, Supervise and direct Technical Team staff on shift and monitor performance of assigned responsibilities. Perform and/or direct the performance of all Technical…
233,Avero,Data Science Modeler,"Boulder, CO",Not Easy Apply,2.6," As a Data Science Modeler, you will be a key player in building out and deploying ML algorithms within the Avero Data Science team."
234,Fanatics Inc.,Senior Data Engineer,"Boulder, CO",Not Easy Apply,3.7," These streams will power Data Science, BI & Site optimizations. Work with data engineers to create services that can ingest and supply data to and from external…"
235,Sambasafety,Data Ops Engineer,"Greenwood Village, CO",Easy Apply,3.2," Collaborate with cross-functional, often remote teams including BI / analytics, software engineers, data architects, data scientists, product management, and IT…"
236,LOCKHEED MARTIN CORPORATION,Mission Operations Ground Data Systems Engineer,"Littleton, CO",Not Easy Apply,4.1," Participation is required in developing the ground data system infrastructure. Support the design, development and test of the ground data system infrastructure…"
237,Qwinix,Data Engineer Developer (2),"Englewood, CO",Easy Apply,," Solid hands experience on Big Data Technology Stack (Hadoop, Spark, Kafka). 5+ yrs of Experience working on data warehouse design (e.g. star schemas) at an…"
238,Newmark Knight Frank,Building Engineer/Electrician Engineer- Data Center,"Denver, CO",Easy Apply,3.4," Responsible for maintaining, troubleshooting, and repairing, or arranging for repairs of all building operating systems on the site."
239,Charles Schwab,Business Analyst/Data Modeler,"Lone Tree, CO",Not Easy Apply,4.0," Experience in Data Science discovery life cycle and tool sets. Analyzing source system data, profiling data (using SQL and Hive QL) and arranging service level…"
240,Verizon,Principal Data Engineer,"Denver, CO",Not Easy Apply,3.9," Big Data, data analysis, log mining, and automated reporting. ETL or Data cleansing & normalizing. Design, build and support data processing pipelines and APIs."
241,LOCKHEED MARTIN CORPORATION,Systems Engineer - Configuration & Data Management,"Littleton, CO",Not Easy Apply,4.1," Knowledge of and/or experience with Data Management: scheduling, tracking and submitting data, and working with data repositories."
242,Horizontal,Sr. DevOps Data Engineer,"Centennial, CO",Easy Apply,, Evangelist for data engineering and data science cross-functionally. Prior experience extracting data disconnected data repositories.
243,LOCKHEED MARTIN CORPORATION,Test Instrumentation and Data Acquisition Engineer,"Littleton, CO",Not Easy Apply,4.1, Experience with data manipulation in Matlab and Excel very valuable; structured programming experience desired. Summary of Key Duties for this position:
244,Oracle,Oracle Data Cloud (ODC) - Security Engineer,"Broomfield, CO",Not Easy Apply,3.8, Oracle Data Cloud (ODC) - Security Engineer-190014K0. ODC is looking for a jack of all trades and hands on Security Engineer that has experience implementing a…
245,CenturyLink,SR LEAD DATA SCIENTIST,"Broomfield, CO",Not Easy Apply,3.5," Degree in Math, Computer Science, Data Mining, Machine Learning, Statistics or other quantitative discipline. Identifies meaningful insights from large data and…"
246,Kiewit Corporation,Sr. Analytics Engineer - Kiewit Data Services,"Denver, CO",Not Easy Apply,3.8," You will interact with business stakeholders, data analysts, and IT resources, working to standardize our data and make this data more easily accessible."
247,Proofpoint,Senior Software Engineer (Data),"Broomfield, CO",Not Easy Apply,3.9, Experience working with both structured and unstructured data sets. Bachelor Degree or higher in Computer Science or relevant Engineering/Science discipline.
248,"Koniag, Inc.",Network Engineer - Data,"Fort Collins, CO",Not Easy Apply,3.6, The Network Engineer will participate and lead technical reviews and will support deployment and maintenance of existing and new Infrastructure used to deliver…
249,Booz Allen Hamilton,"Overhead Persistent Infrared Mission Data Processing Engineer, Senior","Aurora, CO",Not Easy Apply,3.9," 5 years of experience with overhead persistent infrared (OPIR) mission requirements, concepts of operations (CONOPS), mission data processing systems, and…"
250,ThoughtWorks,Senior Data Engineer,"Denver, CO",Easy Apply,4.2, Understanding of how to architect solutions for data science and analytics. Proven track record of Innovation and expertise in Data Engineering.
251,Continuum Media Network Inc,Senior Business Intelligence Analyst,"Denver, CO",Not Easy Apply,, Has passion for business intelligence and/or data science career. This is a hands-on role and we are looking for someone with meaningful experience with…
252,University of Colorado Boulder,CIRES/ EARTH LAB Machine Learning Applications to Earth Observations of Natural Hazards Post-Doc,"Boulder, CO",Not Easy Apply,4.2," Demonstrated contributions to open science (i.e., publicly available and/or reproducible data, code, workflows, and/or tools) or willingness to contribute to…"
253,ThoughtWorks,Lead Data Engineer,"Denver, CO",Not Easy Apply,4.2, Understanding of how to architect solutions for data science and analytics such as productionizing machine learning models and collaborating with data…
254,Neya Systems LLC,Machine Learning and Computer Vision Engineer (multiple levels),"Denver, CO",Easy Apply,," Experience with sensor data processing, environment modeling, large-scale point-cloud processing. Bachelors, Masters or Ph.D. in Robotics, Computer Science,…"
255,"Amazon Data Services, Inc.",Business Intelligence / Data Engineer,"Denver, CO",Not Easy Apply,3.6," 5+ year experience with Data modeling, SQL, ETL , Data Warehousing and Datalakes. The Business Intelligence Data Engineer will:"
256,Horizontal,Data Platform Sr. Software Engineer,"Denver, CO",Easy Apply,," Staff Software Engineer - Data Platform. BS/MS in Computer Science, Engineering or Math is preferred. Good security practices and experience writing code that…"
257,BryterCX,Sr. Data Engineer,"Greenwood Village, CO",Easy Apply,," Experience with analytics, time series data, optimization, and creating pipelines for analytics tools and data science is required."
258,Accenture,Google Data Engineer,"Denver, CO",Not Easy Apply,4.0," Minimum pf 3 years of experience in developing data ingestion, data processing and analytical pipelines for big data, relational databases, NoSQL, data lake and…"
259,SoundHound Inc.,Machine Learning Engineer - Language Modeling,"Boulder, CO",Not Easy Apply,, BS/MS in Computer Science or equivalent. This is a fantastic opportunity to join the core group working on Speech Recognition at SoundHound.
260,"Amazon Web Services, Inc.","Specialist SA, Machine Learning/AI Services","Denver, CO",Not Easy Apply,3.6," Data science background and experience manipulating/transforming data, model selection, model training, cross-validation and deployment at scale."
261,Ibotta,Senior Decision Scientist - Product,"Denver, CO",Easy Apply,3.5," Proven expertise with SQL, data wrangling, statistics, and analytical skills. Experience using modern data analysis tools (such as R and Python) is required."
262,National Renewable Energy Laboratory,Principal Researcher in Data Science for Power Systems (E6),"Golden, CO",Not Easy Apply,3.8," Strong data science, and/or computational analysis expertise. Principal Researcher in Data Science for Power Systems (E6)."
263,ATN International,Network Data Engineer,"Castle Rock, CO",Not Easy Apply,3.1, ATN International is looking for an experienced Network Data Engineer in a service provider environment that is customer focused to join the team!
264,Micro Focus,Machine Learning Engineer,"Fort Collins, CO",Not Easy Apply,3.7," Must have emphasis in ML/AI/Analytics/Big Data. Bachelor's or Master's degree in Computer Science, Information Systems, or EE, or equivalent."
265,"Alteryx, Inc.",Engineering Team Lead - Machine Learning Tools,"Broomfield, CO",Not Easy Apply,4.1," Alteryx is revolutionizing data analytics by providing a complete end to end, self-service platform that allows users to get from business questions to business…"
266,Booz Allen Hamilton,"Data Modeler Intelligence Analyst, Mid","Buckley AFB, CO",Not Easy Apply,3.9, Ability to collaborate with intelligence analysts and collection managers to innovate and develop data science approaches to enable mission operations.
267,KPMG,"Associate, Big Data Software Engineer","Denver, CO",Not Easy Apply,4.0," Shine. Digital Lighthouse houses KPMG's specialized capabilities across the digital landscape: applied data science, AI, data engineering and insights, software…"
268,ReCharge Payments,Senior Data Engineer,"Denver, CO",Easy Apply,," As a Senior Data Engineer, you will own and architect Recharge's data landscape. Develop modern data architectural approaches for business intelligence…"
269,BombBomb,Data Engineer,"Colorado Springs, CO",Easy Apply,4.7," Design, construct and optimize systems to aggregate, transform and process large amounts of data from relational, columnar and other kinds of data stores."
270,Sambasafety,Senior Data Engineer,"Greenwood Village, CO",Easy Apply,3.2, SambaSafety is looking for a Senior Data Engineer to help expand our growing data analytics and data science needs. Stocked beer fridge (Denver office)*.
271,FullContact,Sr. Software Engineer - Data Platform,"Denver, CO",Easy Apply,3.9," Process large amounts of data leveraging Big Data Tech (Cassandra, Spark, Kafka and more). Aggregate and normalize dirty contact-centric data."
272,CBRE,Sr Building Engineer (Electrician) - Data Center (Rotating Shift),"Broomfield, CO",Not Easy Apply,3.8," Proven track record leading a team of electricians in a 24x7 Data Center environment. Performs complex preventive and corrective maintenance, repairs and…"
273,ThinkDeeply Inc.,Consulting Staff Engineer - Machine Learning,"Denver, CO",Easy Apply,," Some experience in setting up large scale training data pipelines. Collect, Organize and Process data pipelines for developing ML models."
274,Ball Aerospace,Command & Data Handling Subsystem Engineer I (668553),"Boulder, CO",Not Easy Apply,3.8, TT&C / Command & Data Handling Engineer I. This position is for an engineer who can work within the Command & Data Handling (CDH) subsystem team to support the…
275,CitiusTech,Principal Data Scientist / Applied Machine Learning Engineer,"Denver, CO",Easy Apply,3.9," CitiusTech's data science approach is based on 3 focus areas: Model Development - Data pre-processing, data quality improvement and data mining for the…"
276,Booz Allen Hamilton,"SIGINT Intelligence Analyst, Mid","Buckley AFB, CO",Not Easy Apply,3.9," You’ll gain an understanding of various collection platforms as you explore new data sources, craft effective queries, and combine information from disparate…"
277,Bank of America,Data Engineer Cyber Security,"Denver, CO",Not Easy Apply,3.8," 5-7 years of experience with information security, data analysis or application development. Bachelor’s Degree in Computer Science, Engineering or equivalent or…"
278,Pearson,Software Engineer - Data & Analytics,"Centennial, CO",Not Easy Apply,3.8," + Will work with Big data technologies that deals with large scale distributed data processing. + Good foundation in computer science, with strong competencies…"
279,CACI,Data Engineer (Up to 25% Profit Sharing Benefit!),"Denver, CO",Not Easy Apply,3.9, Work with external data providers and stakeholders to engineer the ingest of and distribution of mission-relevant data feeds into the FADE data ecosystem.
280,"Amazon.com Services, Inc.",Senior Software Development Engineer - Big Data,"Boulder, CO",Not Easy Apply,3.6, Enabling Amazon Advertising’s explosive growth requires top talent in our Measurement and Data Science (MADS) organization.
281,FullContact,"Senior Data Engineer, Identity Resolution","Denver, CO",Easy Apply,3.9," Process large amounts of data leveraging big data technologies such as Spark, Kafka and more. This involves integrating data sets, developing our patented…"
282,Wikimedia Foundation,"Engineering Manager, Machine Learning","Denver, CO",Easy Apply,3.9, Significant experience working with data infrastructure and distributed systems at scale. BS in Computer Science or other relevant technical field or the…
283,TTEC,Senior Big Data Engineer,"Englewood, CO",Not Easy Apply,3.5, Senior Big Data Engineer-Remote/ Telecommute. Master’s in computer science or equivalent with at least 5 years of relevant experience in big data ecosystem.
284,PHOENIX,Sr Business Analyst / Data Scientist,"Denver, CO",Easy Apply,, See the data “forest for the trees” and help identify connections between existing data sets and holes that could be filled by new analytics and data sets.
285,Willis Towers Watson,Data Scientist,"Denver, CO",Not Easy Apply,3.7," University bachelor’s degree in data science, data analysis, statistics, applied mathematics, computer science, engineering, or any other related discipline;…"
286,Valen Analytics,Data Engineer,"Denver, CO",Not Easy Apply,, Troubleshoot basic data and data engineering issues. Develop technical solutions to improve data and data usage. Perform data cleansing and validation.
287,Avero,Data Science Modeler,"Boulder, CO",Not Easy Apply,2.6," As a Data Science Modeler, you will be a key player in building out and deploying ML algorithms within the Avero Data Science team."
288,Horizontal,Data Scientist,"Broomfield, CO",Not Easy Apply,," Data scientists use data and analytical ability to find and interpret rich data sources; manage large amounts of data despite hardware, software, and bandwidth…"
289,Valen Analytics,Data Scientist,"Denver, CO",Not Easy Apply,, Effectively represent the Data Science group in a collaborative environment to execute on company goals. Data visualization software and tools.
290,UPMC,Director Integrated Data Science,"Loveland, CO",Not Easy Apply,3.7," Demonstrated knowledge of programming expertise necessary to support data modeling. Demonstrated knowledge of advanced modeling techniques, including data…"
291,Ball Aerospace,Senior Engineer – Mission Data Analysis Engineer (669033),"Boulder, CO",Not Easy Apply,3.8, Mentor junior engineers in mission data analysis. Senior Engineer – Mission Data Analysis Engineer. Candidate should have proven experience in performing…
292,Oracle,Senior Software and Machine Learning Engineer - Data Cloud,"Broomfield, CO",Not Easy Apply,3.8," We are looking for a Senior Data Scientist for the Identity Graph Data Science team at Oracle Data Cloud (ODC), where we are leveraging the power of big data,…"
293,JumpCloud,"Principal Software Engineer, Data Engineering","Louisville, CO",Easy Apply,," This Data Engineering team is tasked with managing and organizing our business product data. Lead data engineering team to design and implement data stores,…"
294,Verizon,Principal Data Engineer,"Denver, CO",Not Easy Apply,3.9," Big Data, data analysis, log mining, and automated reporting. ETL or Data cleansing & normalizing. Design, build and support data processing pipelines and APIs."
295,Workday,Engineering Manager - Machine Learning,"Boulder, CO",Not Easy Apply,3.9," M.S. or Ph.D. in computer science, machine learning or other relevant domain. Machine Learning for Financials is responsible for the architecture and…"
296,Wikimedia Foundation,"Engineering Manager, Machine Learning","Denver, CO",Easy Apply,3.9, Significant experience working with data infrastructure and distributed systems at scale. BS in Computer Science or other relevant technical field or the…
297,CenturyLink,SR LEAD DATA SCIENTIST,"Broomfield, CO",Not Easy Apply,3.5," Degree in Math, Computer Science, Data Mining, Machine Learning, Statistics or other quantitative discipline. Identifies meaningful insights from large data and…"
298,HP,Data Engineer - Spark Data Engineer,"Fort Collins, CO",Not Easy Apply,4.0," Contributes to industry data science domain initiatives. Leads project team(s) of data science professionals, assuring insights are communicated regularly and…"
299,"Takeoffs, Inc.",Senior Machine Learning (ML) and Computer Vision (CV) Engineer,"Denver, CO",Easy Apply,," Build TensorFlow-based data processing, model training and evaluation ML pipelines for research on GCP. Bachelor’s Degree in Computer Science with an emphasis…"
300,Comcast,Senior Data Engineer,"Englewood, CO",Not Easy Apply,3.7," Telecommunications experience Knowledge of Telecommunication/Cable billing, customer care systems, marketing data, customer data and privacy data."
301,KPMG,"Sr. Associate, Big Data Software Engineer","Denver, CO",Not Easy Apply,4.0," Shine. Digital Lighthouse houses KPMG's specialized capabilities across the digital landscape: applied data science, AI, data engineering and insights, software…"
