,Job_Title,Company,Location,Number_of_Applicants,Description
248,Sr. Data Analyst,Vivint Smart Home,"Lehi, UT, US",Be among the first 25 applicants,"If you are an active Vivint employee, please apply through Workday by searching ""Find Jobs"".Job DescriptionWhy you’ll be excited to work at Vivint InternetWe are on a bold mission to offer a new model to how we provide home internet and connect the things you care about in your home built around our industry-leading millimeter wave technology and our deep focus on customer experience. We are a growth-stage, Series-B company with investors that include Blackstone and Peter Thiel, that has developed a new mesh wireless technology that enables us to quickly enter new markets and offer internet speeds up to 1Gbps with fiber grade capacity across large suburban areas. We know that most people aren’t happy with their home internet service today but haven’t really had many choices for broadband either. We aim to change that, quickly.What excites us is an opportunity to disrupt a trillion-dollar industry with a cutting-edge technology and a market leading customer experience. We have over 10,000 customers today in two metro markets and are looking to launch several new markets this year using our next generation technologies that will provide a very differentiated customer experience.As a growth-stage company aligned with the Vivint family, we combine a depth of capabilities and resources of our parent company with the ambition, culture and agility of a Series B startup. Our multinational team, comprised of veterans of Clearwire, Google, Sprint and Rise, is dual headquartered in two of the hottest tech centers in Santa Clara, CA and Lehi, UT.RoleAs the Sr. Business Data Analyst, you will lead the development of Vivint Internet’s Data Analytics Program and play a key role in cultivating the company’s data culture. By quickly establishing relationships across the business, you will serve as the primary point-of-contact for the company’s analytics needs. You will develop and mature the organization’s data architecture while developing and maintaining an effective and efficient data process that ranges from data mining and visualization, to drawing key business and operational insights. This role will be both tactical and strategic. In addition to the core data analytics capability you will bring to the business, as the business scales and data needs increase, you will be responsible for developing and driving mid and long term data strategy working alongside the Strategy Team and functional leads.What Excites You About This RoleCreate the foundations of a data-driven business within a rapidly growing companyTake the lead in driving data analytics initiatives working with leaders across the organizationHelp define business metrics including Key Performance Indicators (KPIs) and associated measurement methodologiesApply analytics techniques (core statistical-modeling, data visualization, data mining) to extract actionable insights through analysis of large-scale, high-dimensional dataDevelop and utilize knowledge of various CRM systems and integrate them with internal systems to build comprehensive customer profiles, clusters, and value groupsServe as the bridge between the business and the analytics team to understand the business requirements and guide the teams to arrive at strategic, data-driven decisionsTo have an opportunity to grow your role and leadership impact further and faster as part of a rapidly scaling new businessThe opportunity to collaborate and have impact across multiple areas of an innovative companyYou enjoy organizing and managing complex projects that span multiple organizational functions and have non-linear dependenciesHaving a positive impact on peers and associates that you help to coordinate and deliver withWorking in a high-growth environment focused on customer satisfactionThe opportunity to define, design, and optimize data analytics processesWhat Excites Us About YouBA/BS degree in Engineering, Operations, or relevant quantitative fieldMinimum of 3 years solid, relevant data analytics work experienceStrong intellectual curiosity combined with a knack for recognizing correlations, trends, and statistical irregularitiesContinual process improvement is a core tenet of how you approach workYour experience in tech/telecommunications and/or high growth platform creationData Analytics Program and ProcessesExperience with creating strong business data architectures and frameworksExperience managing data though the traditional Data-to-Business Intelligence lifecycleExperience with SQL and relational databasesExperience with leading data visualization tools (Tableau, Power BI, etc)Experience with behavioral analysis, in particular, cohort and consumer analyticsSolid understanding of business, marketing, and financial conceptsFamiliarity with statistical data analysis tools (SAS, Python, R, etc)Familiarity with A/B and multivariate testingFamiliarity with Revenue attribution modelingLeadership in a High-Performance EnvironmentMentoring team members and colleagues in a variety of data analytics topicsEnsure that best practices are following and perform quality checks on analyses performed by teamsLead collaboration with different teams to aid a rigorous approach to analysesBuild business case analysis to support new initiatives and activitiesWe Take Care Of Our OwnFree catered lunch, snacks and drinks; new menu dailyPaid holidays and flexible paid time away (we’re big fans of unlimited!)Your choice between Mac or PCCasual dress code & flexible working environmentOnsite gym (UT & CA) & health clinic (UT only)Comprehensive benefits including medical, dental, vision, life coverage and 401k matchFind out more about what it's like to work here: https://www.fastcompany.com/3067476/why-vivint-smart-home-is-one-of-the-most-innovative-companies-of-2 http://archive.sltrib.com/article.php?id=5360131&itype=CMSID https://www.vivint.com/company/careers/culture"
249,Senior Data Scientist,Harnham,Salt Lake City Metropolitan Area,37 applicants,"SENIOR DATA SCIENTIST $155,000-$175,000 SALT LAKE CITY, UT Join one of the strongest teams in the AI space and work alongside a team of accomplished Data Scientists in their mission to revolutionize entertainment! One of our clients is looking to bring on a Senior Data Scientist with a proven track record of working with AI and Deep Learning to mentor their growing Data Science division. We’re interested in people who are bold, who are unafraid to innovate and take risks as they work to solve complex challenges. THE COMPANY A leader in their industry, this company is revolutionizing the relationship between advertisers and consumers. Create a quantitative impact on the entertainment space with this cutting-edge Deep Learning opportunity! Unlike many, this company truly understands the power and value of Data Science for their business. This team receives great support from executives, making sure at all times that they receive the resources they need to succeed. THE ROLE As a Senior Data Scientist, you will work on cutting-edge problems across the platform including: Working with large data sets, both structured and unstructured. Employ Deep Learning techniques Reviewing code and helping build a roadmap for more junior members of the team. Mentoring a team for technical growth. Applying Python-based machine learning and analysis techniques to a variety of complex problems dealing with user engagement. Taking ownership of projects and contributing to all aspects of product lifecycle. SKILLS AND EXPERIENCE The successful Senior Machine Learning Engineer will have the following skills and experience: Advanced education in computer science, engineering, mathematics, or a related field. Commercial experience in end to end model generation. Strong experience working in deep learning in a commercial environment. Track record of motivating and leading a team of Data Scientists. Proven experience working with advanced neural networks. Tools: Python, SQL, and Deep Learning platforms such as Tensorflow, Keras, Pytorch THE BENEFITS The successful Senior Machine Learning Engineer will receive a salary of $155,000-$175,000/yr, dependent upon experience. Additional benefits include: Healthcare, vision, and dental 401k matching"
250,"Data Governance and Quality Analyst, Intern",Ancestry,"Lehi, UT, US",128 applicants,"About AncestryWhen you join Ancestry, you join our family tree. Backed by history, science, and technology, were creating a new world of connection, innovation, and understanding. Whether its reuniting long-lost relatives through DNA or unearthing new family stories from historical records, Ancestry empowers life-changing experiences. With over 20 billion digitized historical records, 100 million family trees, and 15+ million DNA kits sold, Ancestry is bringing the power of personal discovery to people around the world.Ancestry is looking for a highly motivated Data Governance and Quality Analyst, Intern to join our Data Governance and Quality team. The Data Governance and Quality team ensures quality data is used correctly as it flows through the enterprise. As a Data Governance and Quality Analyst, Intern on the Data Governance and Quality team you will increase visible Data Knowledge of existing engagement data and identify data quality issues. This will be done by performing detailed data profiling and analysis using our data quality tools, SQL (redshift), and visualization (tableau). Once an understanding of the data and quality issues are found work with the development and product teams to correct and document data issues/definitions which will be inserted into the internal Data Catalog. This will increase usability and confidence in the data.What You'll DoWork with various Product and Development to understand the assigned visit/engagement events data and site functionally that is used to create them.Using SQL (Redshift) or possibly other languages (python, ect) along with our data quality tools profile and analyze assigned tables to identify missing data, data anomalies, and incorrect data. Document these issues and then work with Product and Development Teams to correct were possible.Create Tableau report(s) to visually display missing and incorrect data that can be easily understood and will be used going forward to identify and alert for new issues.Present Data Quality findings to Product, Development, and Analyst Teams.Following policy/standards and working with Product and Development Teams document table, field, and data quality issues for the tables assigned. Inserting this data into the internal Data Catalog for Data Users to have access.Who You AreMust be currently enrolled in a university and graduating after Summer 2020 Basic SQL and visualization skills.Ability to do data analysis on large data sets to find anomalies and large changes in dataA passion for data quality and data governance.Nice to have previous experience working with data quality tools.It takes customer obsession to pioneer and focus on what matters most, to tackle challenges, break through boundaries to create change, to stay on the cutting edge, and pioneer relentlessly. We are looking for the next generation of talent to drive the business, grow our people, and put the customer before all else.Our culture empowers journeys of personal discovery, giving you the freedom to participate in impactful projects and explore the intersections of our businesses: technology, data science, DNA science, product, design, marketing, legal, and more. Were looking for innovative minds, diverse ideas, and for students interested in connecting personal discoveries and technology. Our interns enjoy mentorship and experience challenging work while receiving fantastic pay, fully-paid temporary housing, and having a fun captivating experiencewe have it all. Oh, and did we mention the possibility of full-time employment once you graduate?IND2Additional InformationAncestry is an Equal Opportunity Employer that makes employment decisions without regard to race, color, religious creed, national origin, ancestry, sex, pregnancy, sexual orientation, gender, gender identity, gender expression, age, mental or physical disability, medical condition, military or veteran status, citizenship, marital status, genetic information, or any other characteristic protected by applicable law. In addition, Ancestry will provide reasonable accommodations for qualified individuals with disabilities.All job offers are contingent on a background check screen that complies with applicable law. For San Francisco office candidates, pursuant to the San Francisco Fair Chance Ordinance, Ancestry will consider for employment qualified applicants with arrest and conviction records.Ancestry is not accepting unsolicited assistance from search firms for this employment opportunity. All resumes submitted by search firms to any employee at Ancestry via-email, the Internet or in any form and/or method without a valid written search agreement in place for this position will be deemed the sole property of Ancestry. No fee will be paid in the event the candidate is hired by Ancestry as a result of the referral or through other means"
251,Data Analytics AVP - Clinical Analytics,Intermountain Healthcare,"Salt Lake City, UT, US",Be among the first 25 applicants,"Job ID: 242762Greater Salt Lake areaDetailsAbout UsBeing a part of Intermountain Healthcare means joining a world-class team of over 37,500 employees and caregivers while embarking on a career filled with opportunities, strength, innovation, and fulfillment. Our mission is: Helping people live the healthiest lives possible.Our patients deserve the best in healthcare, and we deliver.To find out more about us, head to our career site here.Job DescriptionThe Data Analytics Assistant Vice President defines and implements analytics strategy for Analytics function in alignment with system-wide strategies defined by the Executive Leadership Team for one or more of the major areas of focus for Intermountain Analytics (Clinical, Business, Healthcare Delivery, or Analytics Services). The Analytics executive has a broad portfolio and is responsible for leading analytics teams for a defined area of focus. This position oversees prioritization, budgeting, and execution of analytics initiatives. This leader defines the agenda for the area of focus and the Analytics Governance group. The AVP works collaboratively with senior leaders to define next generation analytic tools and solutions for those groups and expand to the organization. This leader is accountable for value creation of analytics within the portfolio. This key leader has a deep understanding of area of focus or related field. The AVP defines key analytics strategies in alignment with system priorities for each of the functional areas in their portfolio. As an analytics leader, this position is accountable for driving a culture of safety, accountability and engagement by ensuring work focuses on patient safety, creating a positive work environment, celebrating team's successes, developing new leaders and leading by example.Position PurposeThe AVP Clinical Analytics defines and implements analytics strategy for Clinical Analytics function for Intermountain Healthcare in alignment with system-wide strategies defined by the Executive Leadership Team. The Clinical Analytics executive will have a broad portfolio and be responsible for leading analytics teams for the following areas: Research, Patient Experience, Clinical Programs, Clinical Services, Research, and Care Management. These areas range from Pharmacy to Precision Health, Cardiovascular to Muscular Skeletal areas and much more. This position will oversee prioritization, budgeting, and execution of analytics initiatives. Role will also lead Clinical analytics integration into caregiver workflows in order to drive higher quality outcomes, care better for our patients, and fulfill our mission of Helping People Live the Healthiest Lives possible. Assures practices are evidenced based and consistent with regulatory guidelines. This leader will define the agenda for the Clinical Continuum Analytics Governance group and work collaboratively with senior leaders to define next generation analytic tools and solutions for those groups and expand to the organization. This leader will be accountable for value creation of analytics in their portfolio.ScopeThis key leader needs to have a deep understanding of analytics in a variety of Clinical areas, including publicly reported measures, systems such as Vizient, and a depth of understanding of key clinical problems and how to use analytics to solve for them. They will define key analytics strategies in alignment with system priorities for each of the functional areas in their portfolio. This position will report to Intermountain Healthcare’s Chief Analytics Officer. They will be responsible to drive adoption, define the product portfolio strategy in partnership with the Director of Product Management, and ensure data platform strategies are in place to support growth and needs for the future. They will manage relationships with key senior leaders at Intermountain, including our Chief Physician executive, VP of Office of Patient Experience, SVP of Clinical Programs and Services, VP of Clinical Services, and several more. This role will have oversight of several data and information management leaders and technical professionals including Data Analysts, Data Scientists, and BI Professionals, research informaticists, and more.Essential Job Duties 1. Works with Chief Analytics Officer (CAO) and other key leaders to define a vision and strategy establishing the major area of focus within analytics as a competitive advantage for Intermountain Healthcare. 2. Ensures that Analytics resources are being deployed to support Intermountain leaders and projects of greatest strategic value to the organization. 3. Deploys data and financial analysis to support our key strategic initiatives. 4. Develops financial models to assess the profitability of proposed business initiatives. 5. Maintains a thorough understanding of the competitive landscape, including industry trends, strengths, weaknesses, etc., to aid in identifying business opportunities. 6. Creates ad-hoc analyses to improve efficiency and drive organizational strategy. 7. Designs and creates management dashboards with key KPIs to measure and track success. 8. Monitors feedback and success metrics and provides recommendations on future courses of action. 9. Establishes a high-performance, high-engagement culture which celebrates and encourages diversity. 10. Reports the value and ROI of Business Analytics initiatives. 11. Identifies emerging practices and technologies such as machine learning, AI, NLP, to increase the value of analytic output. 12. Promotes data-driven decision making and a data savvy culture throughout the organization. 13. Leads key managers and directors in functional areas to deliver on service promise, key SLA?s, and ensures a high NPS for customers served. 14. Plans and manages the daily operations within the parameters of departmental operating and capital budgets. 15. Directs the work of employees for area of accountability, including staffing, goal setting, coaching and mentoring, employee recognition and training, and performance management to include addressing performance concerns through corrective action. 16. Manages customer, stakeholder, and vendor relationships and expectations. Focuses on solutions and strategies that create win / win situations both inside and outside of the organization. 17. Regularly communicates with staff through huddles, team meetings, individual one on one meetings, rounding and skip level interviews as appropriate, and manages resource allocation to projects to ensure timely delivery within budget and according to requirements. Posting Specifics Wage: commensurate with experience Benefits Eligible: Yes Shift Details: Full Time Department: Enterprise Analytics Minimum Requirements Master's degree in business administration, computer science, information management or Data-related field. Education must be obtained through an accredited institution. Degree will be verified.or Advanced Clinical degree (e.g., MD, DO, PharmD, MSN) with advanced training in analytics principles and processes, such as medical informatics. Clinical incumbents whose specialty require licensure (e.g. Pharmacists, Registered Nurses, Respiratory Therapists) must hold current state licensure. Ten years of related experience, such as analytics business management, legal, financial or information or IT management, recently at or near the executive level and related to one of the Analytics areas of focus listed above. Five years of progressive leadership experience in leading cross-functional teams and enterprise-wide programs, operating and influencing effectively across the organization and within complex contexts. Five years of experience in information-intensive industries or digitally advanced enterprises requiring a strong business enterprise knowledge. Experience in integrating complex cross-corporate processes and data models or designing strategic metrics and scorecards. Experience using word processing, spreadsheet, database, internet, and e-mail and scheduling applications. Experience in a role requiring effective verbal, written, and interpersonal communication skills.  Physical Requirements Interact with others requiring the employee to communicate information. Operate computers and other IT equipment requiring the ability to move fingers and hands. See and read computer monitors and documents. Remain sitting or standing for long periods of time to perform work on a computer, telephone, or other equipment.  Preferred Qualifications Experience directly managing analytics teams in one of these areas: Clinical, Business, Healthcare Delivery, or Analytics Services. Operational or Clinical Experience in one of the areas of focus listed above. Experience with Product Development and Agile Development methodologies. Experience with Data Warehousing and Business Intelligence methodologies. Experience with applied advanced analytics to drive workflow enhancement. Master's degree in information management or Data-related field or equivalent Clinical Education.  Please NoteAll positions subject to close without notice. Intermountain Healthcare prohibits discrimination on the basis of race, ethnicity, religion, color, national origin, sex, age, sexual orientation, gender identity/expression, veteran status, disability and/or genetic information."
252,Sr. Data Scientist,CyberCoders,"Lehi, UT, US",Be among the first 25 applicants,"If you are a Sr. Data Scientist with 3+ years of R or Python experience, please read on!As a member of the Data Science team, you will play a pivotal role in building out and supporting our new API division through the development of data matching, customer profiles and business profiles. Our team is comprised of Data Engineers, Data Scientists, and Business Intelligence Analysts that use our vast and growing data to support and enhance our data and ML models that power our products and decision making. You will use your understanding of data and modeling to make a difference.Our problems are open-ended and don't always have clear paths and solutions. We understand the workflow from a high level, and that context helps us build the right solutions. This is where your unique skills and interests come into play. We are looking for someone who is driven, with a strong intellectual curiosity of understanding challenges and problems, works well cross functionally, and can provide actionable insights and solutions. We look for people who take pride in their work, execute on it, and deliver phenomenal results.What's In It for You- Competitive compensation and bonus structure- Flexible time off- 9 paid holidays- Generous medical, dental, and vision coverage- Flexible spending accounts (FSA)- Short term disability insurance/AD&D/voluntary life- Pre-tax commuter/parking benefit- Wellness program- Tuition reimbursement- Vanguard 401k plan with the best fund options and the Roth/after-tax optionWhat You Will Be Doing- Develop and implement algorithms for cleaning, integrating, and evaluating large datasets from multiple disparate sources- Learn and understand a broad range of our data resources and know when, how, and which to use and which not to use- Collaborate with cross-functional teams from Data Engineering, Engineering, and Product to understand current processes and improve our data- Wrangling and modeling data from multiple data sources including Snowflake, AWS, and SaaS tools- Identifying and understanding source data systems and become an expert of data architecture, sources and flows- Provide mentorship and technical guidance to the Data Science TeamWhat You Need for this PositionMust have skills: - Masters Degree with an emphasis in Statistics, Data Science, or a related field- 2+ years of people management- 3+ years experience using R and/or Python (R preferred)- 3+ years experience with Postgres, MySQL, or T-SQL (Postgres preferred)- At least 3-5 years of experience working in an Analytics / Data Science environment- Experience working with databases and SQL in a business environment- Strong experience working with large and complex datasets- Team-oriented, self-motivated, success-driven, roll-up-your-sleeves attitude- Strong intellectual curiosity and demonstrated ability to understand and question the data- Deep analytical skills with a demonstrated ability to turn data into insights and solutions- Strong ability to interact, communicate, present and influence within multiple levels of the organization- Exceptional written and verbal communication skills- Ability to be adaptable and flexible in responding to deadlines and workflow fluctuationsNice to have skills: - Prior SaaS business experience- Experience with Domo, Tableau, or other relevant data visualization tool- Demonstrated ability to deploy ML models that yield measurable results- Experience with Cloud Storage and Compute: AWS (S3, EC2, and EMR) and Snowflake- Experience with modeling and manipulating data using Apache SparkSo, if you are a Sr. Data Scientist with 3+ years of R or Python experience, please apply today!"
253,Senior Data Analyst,The Job Network,"Draper, UT, US",Be among the first 25 applicants,"Shape Security is seeking a driven, analytical and highly professional individual who is looking to take on new challenges as an analyst in our Threat Intelligence team.This role has an engaging mix of data analytics and customer/business engagement. It involves big data analysis and presentations to executive audiences, as well as production of marketing collateral, hosting webinars, co-authoring industry papers and assisting the Sales team by presenting to prospective and POC customers.If you have a passion for deriving actionable insights from complex big data sets, love to work with intricate statistical analysis, and want to be a subject matter expert (SME) in web and mobile security, then we’d love to talk with you.Analyze large volumes of web and mobile traffic of Global 2000 organizations both on a regular and ad-hoc basis, and produce intelligence reports/presentations for their senior management. Develop recommendations on improving the web and mobile security of clients and their customers, and work cross-functionally within Shape to implement these recommendations. Work cross-functionally to guide the future of our analytics product. Become a subject matter expert through exposure to Shape’s proprietary data and internal teams. Assist marketing with the production of blog articles, hosting of webinars and provision of data for marketing campaigns and research papers. Speak at industry and internal conferences to share results of analysis and research. 5+ years analytical experience working with large-scale datasets. Experience with cybersecurity/web security highly preferred but not required. Strong analytical skills including the ability to manipulate, model and interpret large quantities of structured data. Excellent communication and presentation skills, including experience presenting analytical findings to both technical and non-technical audiences. Proficiency in SQL and in at least one major programming language (e.g. Python). Proficiency in packages/tools/frameworks for data analytics and visualization (e.g. Jupyter notebooks, Pandas, Kibana, d3.js) highly preferred but not required. Strong interpersonal skills, personable, and persistent. Self-motivated, able to work well both independently and as part of an agile team. Demonstrated enthusiasm and capacity to learn new technologies quickly. Bachelor’s degree in a quantitative discipline such as Computer Science, Engineering, Statistics, Economics, or Operations Research required.Pandologic. Keywords: Data Analyst, Location: Draper, UT - 84020"
254,Data Engineer 2 - Contract,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT, US",Be among the first 25 applicants,"PurposesThis is a contract position that is part of the Business Intelligence team, this individual works with multiple departments throughout the organization to take their data and transform it into information that will allow them to make better decisions. The data engineer is responsible for gathering requirements, design, creation and support of the data warehouse.This individual works with divine guidance to provide or support technology that furthers the mission of the Church and reflects the eternal impact of the gospel.Responsibilities  Possess and utilize general knowledge, specific to the data field, to complete significant assignments   Maintain an understanding of the supported business processes   Gather and document requirements for the data warehouse   Understand how to use and design Star Schema data models   Help maintain and support ETL jobs, pulling data from various source systems and loading data into the data warehouse   Understand how to use and design semantic layer to support end-user self-service   Build reports using SQL Server Reporting Services (SSRS)   Create dashboards using Microsoft Power BI or Tableau   Create reports that highlight areas in need of performance improvement   Interact with customers as a technical resource to troubleshoot problems with the delivered BI solutions   Maintain production documentation EducationQualifications  Bachelor's degree in related field or equivalent professional experience. Master’s degree preferred Work Experience  2+ years of data warehouse experience   Understanding of industrial grade experience in data science, including machine learning and NLP   Past experience working on projects with multiple deliverables   Experience in data analysis and report design/development   Experience in presentation/interface creation Demonstrated Skills And Abilities  Effective communicator; both written and verbal   Troubleshooter   Assist in resolving problems under pressure and resolve complex problems   Knowledge of engineering best practices   Operational understanding and discipline   Recognize and assist in resolving security issues and requests and implement improvements   Intermediate skills in dimensional data modeling   Ability to quickly learn new tools and technology   Intermediate problem solving, analytical, and diagnostic skills   Documentation, presentation, and communication skills   Capable of developing ETL code, can manage the ingestion and cleansing of large sets of structured and unstructured data   Familiar with the algorithms used for regressions, clustering, classification, forecasting, and constructing graphs. Familiar with Bayesian inference   Familiar with Bayesian inference   This job operates in a professional office environment   To successfully perform the essential functions of the job there may be physical requirements which need to be met such as sitting for long periods of time and using computer monitors/equipment Worthiness QualificationMust be a member of The Church of Jesus Christ of Latter-day Saints and currently temple worthy.Posting Notice/More Info.Please Note: All positions are subject to close without notice.Find out more about the many benefits of Church Employment at http://careers.churchofjesuschrist.org ."
255,Software Engineer - Enterprise Reference Data,Goldman Sachs,"Salt Lake City, UT, US",29 applicants,"Goldman Sachs Engineers are innovators and problem-solvers, building solutions in risk management, big data, mobile and more. We look for creative collaborators who evolve, adapt to change and thrive in a fast-paced global environment. We are recruiting highly motivated individuals for software development roles on the Enterprise Reference Data Engineering Team, based in New York/SLC/London/Warsaw/Bengaluru/Tokyo.Effectively leveraging financial market data to drive business is the key for successful financial services firm provide to its customers and working with massive volumes of data quickly is a differentiator. It gives firm the opportunity to respond more quickly to changes, gain deeper insights and forecast capabilities. The challenges related to use the data to drive innovation and customer experience are even greater.Our team builds platforms and technology solutions to model, source, and distribute the data including clients, accounts, financial products and prices to all of firm systems. We are an accelerator and enabler for business, making them more effective at managing and optimizing consumption of reference data, abstracting client, market and regulatory changes through innovative solutions.Our team is made of software developers and technical product owners with deep technical skills and an affinity for creating solutions with the potential for enterprise-wide impact.How You Will Fulfill Your Potential RESPONSIBILITIES AND QUALIFICATIONS  You will be part of the technology function for Enterprise Reference Data, focusing on building data sourcing, controls and distribution architecture that enables the business to operate efficiently with the data You should be able to quickly build visualizations on top of MongoDB / Sybase / DB2 / Elastic Search data to meet business needs, as well as be the thought leader to influence functional heads on new and innovate ways to visualize data that will help drive business value You will help design data architecture to enhance existing pipelines as well as build feeds for new data sources You will participate in data architecture decisions and partner with technology teams to implement data products in production systems. You will work closely with business partners and technology leaders to evaluate new BI tools that can further enhance the business’ ability to analyze data You should be able to commercialize data products and influence leadership on the value of these products This is a wide open opportunity for a motivated individual to use their skills to drive change in a high-visibility, challenging environmentSkills And Experience We Are Looking For Bachelor’s degree or higher in Engineering, Computer Science or related disciplines 7+ years of software industry experience with strong analytical and problem solving skills Hands on experience in one of the mainstream programming language (Java, C++, etc.) using object-oriented design techniques and best practices Basic understanding of distributed and scalable system design Experience in working with SQL/NoSQL data stores (e.g. Sybase/MongoDB) Experience of test-driven development, hands on experience with testing frameworks such as JUnit. Proficiency in using advance data structures and algorithms Experience working with business or Clients to transform requirements into software solutions Demonstrable history of successful project delivery Good communication and interpersonal skills.Preferred Qualifications Hands-on experience with the MongoDB or any big data platform and one or more mainstream programming languages (Python, Java, C, Scala, C++, etc.) Experience of working with cloud platform APIs and vendors 2 years’ experience dealing with data (structured or unstructured) 1 years’ experience in fintech industry Experience in designing, building and maintaining distributed and large-scale applications Experience working in a start-up business or a new business line within a larger organization is preferred Experience in building data products from inception to implementation Web services development: RESTful APIs; Swagger; Jersey; Glassfish Hands-on experience working with Linux and basic scripting (Bash)About Goldman SachsThe Goldman Sachs Group, Inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial services to a substantial and diversified client base that includes corporations, financial institutions, governments and individuals. Founded in 1869, the firm is headquartered in New York and maintains offices in all major financial centers around the world.Â© The Goldman Sachs Group, Inc., 2019. All rights reserved Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Vet.Division Engineering"
256,Data Engineer 5 - Contract,Church Of Jesus Christ Of Latterday Saints Jar,"Riverton, UT, US",Be among the first 25 applicants,"PurposesThis is a contract position that works with multiple departments throughout the organization to take their data and transform it into information that will allow them to make better decisions. The data engineer is responsible for gathering requirements, design, creation and support of the data warehouse.This individual works with divine guidance to provide or support technology that furthers the mission of the Church and reflects the eternal impact of the gospel.Responsibilities Possess and utilize comprehensive knowledge, specific to the data field, to complete significant assignments Maintain a strong understanding of the supported business processes  Gather and document requirements for the data warehouse Design dimensional Star Schema data models Create and support all ETL jobs pulling data from various source systems and loading data into the data warehouse Create semantic layer to support end-user self-service Build complex reports using SQL Server Reporting Services (SSRS) Create complex dashboards using Microsoft Power BI or Tableau Forecast, analyze data and trends, and create reports that highlight areas in need of performance improvement Interact with customers as a technical resource to troubleshoot problems with the delivered BI solutions Maintain production documentation EducationQualifications Bachelor's degree in related field or equivalent professional experience. Master's degree preferred. Work Experience 8+ years of data warehouse experience  3+ years of industrial grade experience in data science, including machine learning and NLP Experience evaluating industrial grade experience in data science, including machine learning and NLP Proven track record of completing multiple data science projects end to end, from idea generation to implementation in production systems (warehouse, or applications) Extensive professional experience in data analysis and report design/development Professional experience in presentation/interface creation Demonstrated Skills And Abilities Exceptional communicator; both written and verbal Outstanding troubleshooter Proven ability to resolve complex problems under pressure  Comprehensive knowledge of engineering best practices Strong operational understanding and discipline Ability to resolve security issues and requests and implement improvements Expert dimensional data modeling skills Ability to quickly learn new tools and technology Advanced problem solving, analytical, and diagnostic skills Excellent documentation, presentation, and communication skills Highly skilled in developing ETL code, can manage the ingestion and cleansing of large sets of structured and unstructured data Strong knowledge of the algorithms used for regressions, clustering, classification, forecasting, and constructing graphs This job operates in a professional office environment To successfully perform the essential functions of the job there may be physical requirements which need to be met such as sitting for long periods of time and using computer monitors/equipment Worthiness QualificationMust be a member of The Church of Jesus Christ of Latter-day Saints and currently temple worthy.Posting Notice/More Info.Please Note: All positions are subject to close without notice.Find out more about the many benefits of Church Employment at http://careers.churchofjesuschrist.org."
257,Vice President of Sales,Womply,"Lehi, UT, US",Be among the first 25 applicants,"Womply’s mission is to help small businesses thrive in a digital world. Our AI-powered data platform enhances our comprehensive small business management software, which includes the world’s only pre-populated CRM plus small business intelligence, reputation management, marketing automation, and integrated payments. Every day, we serve more than 150,000 small businesses across 400+ verticals, in every corner of America.As the VP of Sales, you will be a key team member of our leadership team, responsible for building and scaling the sales team, defining the sales strategy as we evolve our business model to be a large scale B2B SaaS business. The successful candidate will have a deep understanding of B2B sales with proven results in driving rapid growth at a SaaS business.What You Get To Do Build and lead a sales organization assuming responsibility for yearly, quarterly and monthly sales projections and revenue goals within the sales organization  Leadership: Coach, develop and attract world class sales talent. Building a culture where sales representatives / leaders thrive and are connected to the company mission.  Measuring and evaluating performance of sales team against clearly defined benchmarks. You love numbers and understands the important of efficiency, cohort analysis to turn insights into action.  Develop new channels to market and shape the company go to market strategy  Take a “hands-on” approach and assist the sales team in closing deals  Motivate and maintain a high morale performance-driven cultureAbout You A minimum of 10 years sales leadership experience with success in B2B SaaS environments  Experience leading high growth sales teams   Extensive knowledge of consultative selling to SMB buyers.   Demonstrate a customer-centric sales approach focused on customer needs  Demonstrate an ability to take complex problems, decompose them into simple processes and quickly implement them  Ability to create scalable processes and optimize them  Strategic thinker that leads by example and has the ability to dive into the details and execute  Results oriented individual, able to drive priorities and own outcomes  Excellent listening, negotiation, presentation, written and verbal communication skill Make an impact at Womply!We’re a fanatically values-based company with $50 million raised to accelerate our growth. If you want to make a big impact, let’s talk. We’re hiring in the Bay Area and Lehi, Utah for engineering, DevOps, design, data science, sales, marketing, business development, account management, and more."
